lookup_id,membership_id
101399,44442
101401,44433
101402,49421
101403,44434
101404,44452
101405,44462
101406,44455
101407,44451
101408,44449
101409,44461
101410,44450
101411,44435
101412,44443
101413,44460
101414,44448
101415,44444
101416,44436
101417,44454
101418,44459
101419,44463
101420,44453
101421,44464
101422,44456
101423,44446
101424,44457
101425,44439
101426,44438
101430,44466
101431,44467
101434,44469
101436,14849
101437,44470
101439,44472
101441,44473
101442,44485
101443,44487
101444,44477
101445,44474
101446,44480
101447,44478
101448,44486
101449,44489
101450,44475
101451,44481
101452,44479
101453,44483
101454,44482
101455,44484
101456,44490
101457,44491
101458,44476
101459,44492
101460,44494
101461,44495
101462,44496
101463,44502
101464,44500
101465,44499
101466,44501
101467,44503
101468,44504
101469,44497
101470,44505
101471,44498
101472,44510
101473,44514
101475,44508
101476,44506
101477,44511
101478,44509
101479,44515
101480,44516
101481,44512
101482,44507
101483,44517
101484,44525
101485,44526
101486,44523
101487,44528
101488,44527
101489,44529
101490,44518
101493,44520
101495,44522
101496,44524
101497,44530
101499,44531
101500,44532
101502,44533
101504,44534
101506,44535
101508,44536
101510,44537
101512,44538
101514,44540
101515,44541
101516,44542
101517,44543
101518,44544
101519,45003
101520,45009
101521,44551
101522,44552
101524,44555
101525,44560
101526,44550
101527,44561
101528,44549
101529,44547
101530,44545
101531,44546
101532,44562
101533,44548
101534,44554
101535,44558
101536,44556
101537,44553
101538,59453
101542,44566
101544,26398
101546,44568
101547,44571
101548,44569
101549,44572
101550,44575
101551,44577
101552,44576
101553,44573
101554,44574
101555,44570
101557,44599
101558,44585
101559,45032
101560,44586
101561,8-10057821
101562,44587
101563,44593
101564,44590
101565,44596
101567,44591
101568,44598
101569,44588
101570,44600
101571,44595
101574,44579
101576,44580
101578,44581
101581,44582
101583,44601
101584,60880
101585,44602
101586,44959
101587,44603
101588,44604
101589,44613
101590,44615
101592,44606
101593,44612
101595,44610
101599,44614
101600,44616
101602,44611
101603,44617
101604,44618
101605,44619
101606,44634
101607,44625
101608,44630
101609,44629
101610,44638
101611,44623
101612,44639
101613,44633
101614,44624
101615,44637
101617,44627
101618,44626
101619,44636
101620,44621
101621,44628
101622,44632
101623,44640
101626,44641
101627,44642
101629,44665
101630,44664
101631,44667
101632,44655
101633,44663
101634,44654
101635,44670
101636,44671
101638,44673
101639,44653
101640,44659
101641,44669
101642,44649
101643,44643
101645,44644
101646,44666
101647,44652
101648,44657
101649,44674
101650,44661
101651,44658
101652,44650
101654,44645
101655,44662
101657,44648
101658,44651
101659,44656
101660,44668
101661,44660
101662,44672
101665,44677
101667,44678
101674,44682
101676,44683
101678,44684
101680,44686
101683,44688
101688,44690
101690,44691
101691,44692
101692,44709
101693,44708
101694,44702
101695,44701
101696,44706
101697,44703
101700,44693
101702,44694
101703,44697
101704,44698
101706,44700
101707,44699
101708,44705
101709,44704
101710,53398
101711,44712
101712,44719
101714,44728
101715,44721
101716,44724
101717,44732
101718,44733
101719,44717
101720,44716
101721,44731
101722,44727
101723,44730
101724,44723
101725,44725
101726,44718
101727,44726
101728,44729
101729,44715
101730,44734
101732,44714
101733,44713
101734,44748
101735,44740
101736,44736
101737,44746
101738,44741
101739,44739
101740,44747
101741,44744
101743,44738
101744,44737
101745,44743
101746,44750
101747,44756
101748,44751
101750,45093
101751,44757
101752,44762
101753,44753
101754,44764
101756,44760
101757,44749
101758,44755
101759,44752
101760,44766
101761,44767
101762,44768
101763,44773
101764,44774
101766,44771
101767,44776
101768,44770
101769,44775
101770,44778
101771,44782
101772,44780
101773,44787
101774,44784
101775,44786
101776,44789
101777,44781
101778,44777
101779,44779
101780,44785
101781,44788
101782,44803
101783,44807
101784,44801
101785,44796
101786,44795
101787,44790
101788,44791
101790,44800
101791,44799
101792,44792
101793,44794
101794,44793
101795,44802
101796,44797
101797,44817
101798,44820
101800,44818
101801,44827
101802,44831
101803,44819
101804,44826
101805,44825
101806,44830
101807,44829
101808,44822
101809,44828
101810,44823
101811,44816
101812,44810
101814,44809
101815,44808
101816,44832
101817,44813
101818,44812
101819,44824
101820,44815
101821,44811
101822,44843
101823,44840
101824,44844
101825,44852
101826,44836
101827,44846
101828,44833
101829,44835
101830,44837
101831,44851
101832,44842
101833,44838
101834,44834
101835,44850
101836,44847
101837,44848
101838,44849
101839,44839
101840,44845
101841,44841
101842,45021
101843,44995
101844,44969
101845,44994
101846,44992
101847,44991
101848,44989
101849,44988
101850,44987
101851,44986
101852,44985
101853,44984
101854,44983
101855,44853
101856,44854
101857,44982
101858,44855
101859,44981
101861,44858-1438
101862,44862
101863,44998
101864,44860
101865,44861
101866,44999
101867,45000
101868,44864
101869,45002
101870,45001
101871,44996
101872,44997
101873,44867
101874,44866
101875,44865
101876,44868
101877,44869-1438
101878,44870
101879,44872
101880,44871
101881,44877
101882,44873
101883,44874
101884,44876
101885,44875
101886,44878
101887,44892
101888,44879
101889,44884
101890,44891
101891,44880
101892,44887
101893,44883
101894,44886
101895,44881
101896,44882
101897,44889
101898,44890
101899,44885
101900,44896
101901,44904
101902,44905
101903,44895
101904,44906
101905,44898
101906,44893
101907,44901
101908,44900
101909,44903
101910,44894
101911,44897
101912,44907
101913,44902
101914,44899
101915,44908
101916,44909
101918,44914
101922,44917
101925,44918
101926,46935
101927,44919
101928,45109
101929,44921
101930,44923
101931,44924
101932,44925
101933,44926
101934,44927
101935,44928
101936,44929
101937,44930
101939,44932
101941,44933
101943,44935
101945,44938
101946,44940
101947,44942
101948,44943
101949,44944
101950,44946
101951,62425
101952,44951
101953,44952
101954,44949
101955,44950
101956,44953
101957,44955
101958,44957
101959,44954
101960,44956
101961,44958
101963,44960
101964,44961
101965,44962
101966,44964
101967,44971
101968,44965
101970,44966
101971,44968
101972,44972
101973,44973
101974,44974
101975,44977
101976,45129
101977,45130-1438
101978,45131
101979,45138
101980,45140
101981,45145
101982,45095
101983,44978
101984,44979
101985,45015
101986,45016
101987,44993
101989,45149
101991,45151
101992,45152
101993,45153
101994,45154
101996,45156
101997,45158
101998,45170
101999,45133
102000,45134
102001,45135
102002,45136
102003,45137
102003,8-10059637
102004,45141
102005,45142
102006,45143
102007,45144
102008,45146
102009,45147
102011,45169
102012,45161
102013,45163
102014,45162
102016,45164
102017,45165
102018,45166
102019,45167
102020,45168
102022,45011
102024,45013
102027,45014
102029,45017
102031,45018
102033,45019
102034,45022
102035,45023
102036,45024
102037,45025
102038,45026
102039,45028
102040,45029
102041,45030
102042,45037
102043,45043
102044,45046
102045,45048
102046,45050
102048,45020
102049,45111
102050,45112
102051,45090
102052,45110
102053,45108
102055,45107
102056,45106
102057,45105
102058,45104
102059,45096
102060,45171
102061,45172
102062,45174
102063,45173
102064,45185
102065,45186
102066,45191
102067,45194
102068,45198
102069,45199
102070,45201
102071,45200
102072,45177
102073,45178
102074,45179
102075,45180
102076,45181
102077,45182
102077,8-10054550
102078,45183
102079,45184
102080,45187
102081,45188
102082,45189
102083,45190
102084,45033
102085,45192
102086,45193
102087,45195
102088,45034
102089,45196
102090,45197
102091,45035
102092,45036
102093,45038
102095,45041
102096,45042
102097,45044
102099,45047
102100,45049
102101,45051
102102,45052
102103,45053
102104,45253
102105,45254
102107,45055
102109,45056
102110,45202
102111,45204
102112,45057
102113,45205
102114,45206
102116,45058
102118,45088
102119,45208
102120,45207
102121,45060
102122,45210
102123,45209
102123,8-10055513
102124,45085
102125,45061
102126,45063
102127,45064
102128,45067
102129,45068
102130,45069
102131,45070
102132,45071
102133,45072
102134,45073
102135,45074
102136,45076
102137,45079
102138,45080
102139,45081
102140,45082
102141,45083
102142,45084
102144,45087
102145,45091
102146,45215
102147,45216
102148,45092
102149,45098
102150,45305
102151,45099
102154,45219
102155,45220
102156,45101
102157,45102
102158,45103
102159,45237
102160,45238
102161,45240
102162,45241
102163,45113
102164,45114
102165,45242
102166,45245
102167,45246
102168,45247
102169,45248
102170,45249
102171,46439
102172,45117
102173,45118
102174,45119
102177,45120
102179,45259
102180,45261-1438
102184,45122
102185,45124
102186,45127
102187,45139
102188,45235
102189,45232
102190,45148
102191,45150
102192,45159
102193,45160
102195,45211
102198,45214
102199,45217
102200,45218
102201,45221
102202,45222
102203,45223
102204,45224
102205,45225
102206,45226
102207,45228
102208,45229
102209,45230
102210,45231
102211,45318
102212,45233
102213,45319
102214,45320
102215,45321
102216,45322
102217,45324
102218,45325
102219,45326
102220,45327
102221,45328
102222,45329
102223,45330
102224,45236
102225,45331
102226,45332
102227,45333
102228,45244
102229,45289
102230,45275
102231,45286
102232,45280
102233,45269
102234,45287
102235,45281
102236,45283
102237,45268
102238,45282
102239,45285
102240,45278
102241,45288
102242,45292
102243,45291
102244,45270
102245,45276
102246,45290
102247,45284
102248,45293
102249,45273
102250,45272
102251,45277
102252,45296
102253,45295
102254,45294
102255,45298
102256,45297
102257,45252
102258,45304
102259,45301
102260,45303
102261,45300
102262,45255
102263,45256
102264,45258
102265,45260
102266,45262
102267,45263
102271,45349
102272,45350
102273,45351
102274,45347
102275,45354
102276,45348
102277,45345
102278,45346
102279,45352
102280,45353
102281,45344
102282,45362
102283,45359
102284,45360
102285,45355
102286,45363
102287,45358
102288,45356
102289,45357
102290,45267
102291,45279
102292,24434
102293,45302
102294,45376
102295,45368
102296,45364
102297,45374
102298,45377
102299,45367
102300,45371
102301,45369
102302,45373
102303,45370
102304,45375
102305,45372
102306,45306
102307,45309
102308,45310
102309,45311
102310,45312
102311,45382
102312,45381
102313,45380
102314,45378
102315,45316
102316,45317
102317,45323
102318,45335
102319,45336
102320,45337
102322,45338
102323,45339
102324,45340
102327,45342
102328,45341
102329,45386
102330,45361
102331,45365
102332,45366
102333,45383
102335,45391
102336,45393
102337,45390
102338,45396
102339,45395
102340,45401
102341,45394
102342,45399
102343,45400
102344,45398
102345,45402
102346,45388
102347,45389
102349,45417
102350,45412
102351,45406
102352,45404
102353,45408
102354,45418
102355,45416
102356,45409
102357,45405
102358,45415
102359,45414
102361,45419
102362,45413
102363,45407
102364,45403
102365,45392
102366,45411
102367,45421
102369,45423
102370,45424
102371,45426
102372,45430
102373,45432
102374,45431
102375,45427
102376,45428
102377,45429
102378,45433
102379,45435
102380,45434
102381,45436
102382,45437
102383,45440
102384,45441
102385,45444
102386,45443
102387,45445
102388,45446
102389,45456
102390,45457
102391,45459
102392,45460
102393,45454
102394,45458
102395,45455
102396,45449
102397,45465
102398,45451
102399,45450
102400,45464
102401,45469
102402,45491
102403,45463
102404,45467
102405,45492
102407,45468
102408,45466
102409,45477
102410,45452
102411,45483
102412,45452
102413,45472
102414,45482
102415,45484
102416,45480
102417,45478
102418,45481
102419,45473
102420,45475
102421,45486
102422,45479
102423,45462
102424,45470
102425,45489
102426,45488
102429,45493
102430,45503
102431,45504
102432,45500
102433,45502
102434,45501
102437,45495
102438,45496
102439,45497
102440,45498
102442,45506
102443,45507
102444,45508
102446,45510
102448,45512
102449,45513
102450,45515
102451,45514
102452,45523
102453,45536
102454,45538
102455,45526
102456,45533-1438
102457,45519
102458,45520
102459,45525
102460,45534
102461,45524
102462,45532
102463,45521
102464,45537
102465,45535
102466,45517
102467,45518
102468,45522
102469,45530-1438
102470,45531
102471,45527
102473,45542
102474,45550
102475,45549
102476,45543
102477,45548
102478,45544
102479,45551
102480,45541
102481,45546-1438
102482,45516
102483,45552
102484,45545
102485,45539
102486,45540
102487,45555
102488,45554
102489,45556
102491,45553
102492,45557
102493,45559
102495,45529
102496,45560
102497,45561
102498,45564
102499,45563
102500,45565
102501,45566
102502,45567-1438
102505,45562
102506,45568
102508,45577
102509,45578
102510,45576
102511,45582
102512,45587
102513,45585
102514,45590
102515,45581
102516,45580
102517,45583
102518,45588-1438
102519,45584
102520,45586
102521,45589
102522,45595
102523,45593
102524,45594
102525,45591
102526,45592
102527,45571
102528,45573
102529,45574
102530,45575
102531,45579
102532,45596
102533,45597
102534,45598
102535,45599
102536,45600
102537,45601
102538,45602
102539,45603
102540,45604
102541,45605
102542,45606
102543,45607
102544,45609
102545,45610
102546,45611
102547,45612
102548,45613
102549,45614
102550,45616
102551,45617
102552,45618
102553,45619
102558,45621
102559,45622
102560,45623
102561,45624
102562,45625
102563,45626
102568,45628
102570,45629
102571,51799
102572,45631
102573,45632
102574,45633
102575,45634
102576,45635
102577,45636
102578,45637
102579,45638
102580,45639
102581,45640
102582,45641
102583,45642
102584,45643
102586,45644
102587,45646
102588,45647
102589,45648
102590,45649
102591,45650
102592,45651
102593,45652
102594,45653
102595,45654
102596,45655
102597,45656
102598,45657
102599,45658
102600,45659
102601,45660
102602,45661
102603,45662
102604,50398
102605,45664
102606,45665
102607,45667
102608,45668
102609,45669
102610,45670
102612,45671
102613,45672
102614,45676
102615,45678
102616,45681
102617,45682
102618,45683
102619,45684
102621,45685
102622,45686
102623,45687
102624,45688
102625,45689
102626,45692
102627,45691
102628,45700
102629,45699
102630,45697
102631,45702
102632,15195
102633,45698
102634,45696
102635,45693
102636,45694
102637,45703
102638,45701
102639,45704
102640,45705
102641,45707
102642,45710
102644,45711
102645,45709
102646,45708
102648,45712
102649,45776
102650,45763
102651,45761
102652,45775
102653,45718
102654,45773
102655,45770
102656,45768
102657,45778
102658,45720
102659,45777
102660,45715
102661,45772
102662,45723
102663,45779
102664,45719
102665,45721
102666,45765
102667,45722
102668,45767
102669,45759
102670,45760
102671,45764
102672,45771
102673,45716
102674,45762
102675,45766
102676,45758
102677,45769
102678,45780
102679,45782
102680,45781
102681,45724
102682,45726
102683,45727
102684,45729
102685,45730
102687,45731
102688,45732
102689,45733
102690,45734
102691,45735
102692,45736
102693,45737
102694,45738
102695,45739
102696,45740
102697,45741
102698,55166
102699,45744
102700,45745
102701,45746
102702,45747
102703,45748
102704,45749
102705,45750
102706,45751
102707,45752
102708,45753
102709,45754
102710,45755
102712,45757
102713,45725
102714,45859
102715,45856
102716,45861
102717,45857
102718,45863
102719,45862
102720,45860
102721,45858
102723,45784
102724,45785
102725,45786
102726,45787
102727,45788
102728,45789
102729,45790
102730,45791
102731,45792
102732,45793
102733,45794
102734,45907
102736,45796
102737,45797
102738,45798
102739,45799
102740,45800
102741,45920
102742,45802
102743,45803
102744,45804
102745,45805
102746,45807
102747,45808
102748,45809
102749,45810
102750,45811
102751,45812
102752,45813
102753,45814
102754,45815
102755,45816
102757,45818
102758,45819
102759,45820
102760,45821
102761,45822
102762,45824
102763,45825
102764,45826
102765,45827
102766,45828
102767,45829
102768,45830
