lookup_id,membership_id
25735,65123
25736,25460
25737,8-10009749
25738,25845
25739,8-10009750
25740,8-10009751
25741,8-10009752
25742,26048
25743,25960
25744,8-10009753
25745,25890
25746,25583
25747,26206
25748,8-10009757
25749,8-10009758
25750,8-10003942
25751,8-10009759
25752,8-10009760
25753,8-10009761
25754,25355
25755,65776
25756,26173
25757,11647
25758,11646
25759,25556
25760,8-10009739
25761,8-10009740
25762,8-10009741
25763,55014
25764,8-10009742
25765,26244
25766,8-10009743
25767,8-10009744
25768,8-10009745
25769,25792
25770,30801
25771,8-10004239
25772,28267
25773,25392
25774,25717
25775,8-10009725
25776,25947
25777,34695
25778,8-10009726
25779,8-10009727
25780,8-10009728
25781,8-10009729
25782,25797
25783,8-10009730
25784,8-10009731
25785,27345
25786,25799
25787,8-10009733
25788,8-10009734
25789,8-10009735
25790,8-10004226
25791,57819
25792,8-10009736
25793,8-10009737
25794,65153
25795,30802
25796,8-10009713
25797,25606
25798,8-10009714
25799,25733
25800,25980
25801,8-10009715
25802,25529
25803,8-10009716
25804,8-10009717
25805,25369
25806,8-10009718
25807,8-10004341
25808,8-10003214
25809,8-10009719
25810,8-10009720
25811,8-10009721
25812,8-10009722
25813,8-10009723
25814,28097
25815,8-10009704
25816,8-10009705
25817,26151
25818,8-10009706
25819,8-10003771
25820,25367
25821,25408
25822,8-10009707
25824,25628
25825,25714
25828,25623
25829,8-10009709
25831,29110
25832,25706
25833,8-10009711
25834,26225
25835,26226
25839,8-10003546
25840,8-10009694
25841,8-10009695
25842,30678
25843,8-10009697
25844,26260
25845,25294
25846,8-10009699
25847,8-10009700
25849,25543
25851,8-10009701
25852,8-10009702
25853,8-10009703
25854,8-10009686
25855,26177
25856,26181
25857,8-10009687
25859,8-10005701
25860,11652
25862,8-10009688
25863,26205
25864,26209
25865,8-10005254
25866,8-10009689
25867,8-10004190
25868,26216
25869,30803
25870,8-10009691
25871,28985
25872,58695
25873,8-10009693
25874,8-10009677
25876,8-10009678
25877,8-10009679
25878,8-10009680
25879,26131
25880,8-10009681
25881,26136
25882,8-10009682
25885,21156
25886,8-10009683
25887,26158
25888,26160
25889,8-10009684
25890,26165
25891,11283
25892,8-10009685
25893,8-10009879
25894,8-10009853
25895,8-10004223
25896,8-10008032
25897,26179
25898,25634
25899,80003
25900,8-10009847
25901,8-10009851
25902,8-10009846
25903,26034
25904,8-10009860
25905,8-10009859
25906,65172
25907,39310
25908,8-10009836
25909,8-10009835
25910,8-10003551
25911,8-10004111
25912,8-10004865
25913,8-10009819
25914,8-10009820
25915,8-10009821
25916,8-10009822
25918,8-10006781
25919,8-10009823
25920,8-10009824
25921,8-10009825
25922,25298
25923,8-10009826
25924,8-10009827
25925,8-10009828
25926,8-10009829
25927,8-10009392
25929,8-10009830
25930,65089
25931,8-10009831
25933,23873
25935,8-10003435
25936,8-10009809
25937,8-10009810
25939,8-10009811
25940,8-10009812
25941,25435
25942,8-10009813
25943,8-10009814
25944,8-10009815
25945,8-10009816
25946,25317
25947,25398
25948,8-10004411
25949,25909
25950,8-10009817
25951,8-10009818
25952,26040
25953,8-10009803
25954,8-10004394
25955,8-10009804
25956,8-10003362
25957,25482
25958,25954
25959,8-10009806
25960,8-10009807
25961,25643
25962,26233
25963,8-10005448
25964,8-10008903
25968,24616
25973,25994
25974,8-10009794
25975,8-10009795
25976,25384
25977,8-10009796
25978,8-10009797
25979,8-10003773
25980,25572
25981,8-10009798
25982,8-10005056
25983,8-10009799
25984,8-10005092
25985,8-10009800
25987,25522
25988,25492
25989,30685
25990,8-10009802
25991,8-10009785
25992,8-10003230
25993,8-10009786
25994,26210
25995,8-10003601
25996,8-10009787
25997,8-10009788
25998,8-10009789
25999,8-10009790
26000,8-10009791
26001,26071
26002,26449
26003,26072
26004,8-10009792
26005,15646
26006,8-10009793
26007,8-10006301
26008,25648
26009,8-10004282
26010,39510
26011,8-10005219
26012,8-10009774
26013,8-10009775
26014,8-10009776
26015,8-10009777
26016,25770
26017,65777
26018,26221
26019,8-10009779
26020,8-10009780
26021,8-10009781
26022,8-10009782
26023,8-10003626
26024,8-10004349
26025,25844
26026,8-10009783
26027,25368
26028,8-10004652
26029,8-10009784
26030,25372
26031,8-10009762
26032,25815
26033,8-10009738
26034,8-10009764
26035,41971
26035,8-10009765
26036,8-10005210
26037,25473
26038,8-10009766
26039,8-10009767
26040,8-10009768
26041,8-10004221
26042,80002
26043,26089
26044,26061
26045,8-10009770
26046,25633
26047,8-10008535
26048,8-10003774
26049,25427
26050,8-10009772
26051,8-10009939
26052,8-10009940
26053,8-10009941
26054,26147
26055,8-10009953
26056,8-10009954
26057,8-10004855
26058,8-10009964
26059,8-10004167
26060,8-10009963
26062,8-10009962
26063,8-10009961
26064,8-10009960
26065,8-10009959
26066,8-10009956
26067,8-10009958
26068,8-10009957
26069,30795
26070,8-10009955
26071,8-10005526
26073,8-10009942
26074,8-10009943
26075,8-10009944
26076,8-10009945
26077,8-10009946
26078,8-10009947
26079,8-10009948
26080,8-10009949
26081,30796
26082,8-10009951
26083,65124
26084,25975
26085,55253
26086,8-10009936
26088,8-10009938
26089,8-10009929
26090,8-10009930
26091,8-10004499
26092,8-10009931
26093,25786
26094,8-10009932
26096,8-10009933
26097,18636
26098,8-10004451
26099,8-10009934
26100,8-10009935
26101,8-10009924
26102,80004
26103,8-10009917
26104,26189
26105,8-10009915
26106,26232
26107,8-10009914
26108,8-10004807
26109,15913
26110,25885
26112,8-10005348
26113,8-10003836
26114,8-10009878
26115,8-10009880
26116,8-10009920
26117,25552
26118,8-10009919
26119,8-10009301
26120,8-10003614
26121,8-10009918
26122,8-10009921
26123,8-10003946
26124,8-10009923
26125,8-10009922
26126,8-10009925
26127,8-10009926
26128,8-10009927
26129,8-10009928
26130,8-10009904
26131,25286
26132,8-10009905
26133,8-10009906
26134,8-10009907
26135,25657
26136,26094
26137,26245
26138,8-10003944
26139,8-10003799
26140,8-10009909
26141,8-10003324
26142,8-10009910
26143,30798
26144,8-10009912
26145,8-10009913
26146,30799
26147,8-10009881
26148,8-10009882
26149,25493
26150,8-10009868
26151,25955
26152,8-10009867
26153,8-10009866
26154,8-10009865
26155,25711
26156,8-10009876
26157,8-10009875
26158,8-10003330
26159,8-10009874
26160,8-10009873
26161,8-10009872
26162,8-10003690
26164,8-10009871
26165,25746
26167,25526
26168,8-10009902
26169,8-10009903
26170,8-10009844
26171,8-10009845
26172,25395
26173,8-10009854
26174,8-10009838
26175,8-10009839
26176,8-10009840
26178,25505
26179,25772
26180,8-10003615
26181,25977
26182,8-10005097
26183,8-10009877
26184,8-10004003
26185,8-10009864
26186,26129
26187,8-10009863
26188,8-10009869
26189,8-10009833
26190,8-10009832
26191,65169
26193,8-10009862
26194,8-10009834
26195,30800
26196,8-10003768
26197,8-10009848
26198,40626
26199,8-10009852
26200,25459
26201,25709
26202,8-10009856
26203,8-10009849
26204,8-10009857
26205,8-10009858
26206,8-10004524
26207,8-10009842
26208,8-10009841
26209,8-10009843
26210,8-10010031
26211,25305
26212,8-10010032
26213,8-10010033
26214,8-10010034
26215,8-10010035
26216,8-10003537
26217,8-10010036
26218,31794
26219,8-10004254
26220,25625
26221,25608
26222,8-10003508
26223,8-10003575
26224,25499
26225,8-10010037
26226,8-10010038
26227,65126
26228,8-10010040
26229,25508
26230,8-10010041
26231,8-10010016
26232,26124
26233,31576
26234,8-10010018
26235,25718
26236,8-10010019
26237,8-10010020
26238,8-10010021
26239,8-10010022
26240,8-10009379
26241,8-10010023
26242,8-10010024
26243,8-10010025
26244,8-10010026
26245,80005
26247,8-10010028
26248,8-10004159
26249,8-10003804
26250,8-10010030
26251,25959
26252,8-10008543
26253,8-10010005
26254,8-10010006
26255,8-10010007
26256,25637
26257,25820
26259,25693
26260,26041
26261,65122
26262,8-10010009
26263,8-10010010
26267,25428
26268,8-10010011
26269,8-10010012
26270,8-10010013
26271,8-10010014
26272,8-10010015
26273,25860
26274,8-10009995
26275,8-10009996
26276,8-10009997
26278,25813
26279,26163
26280,8-10006843
26281,8-10009998
26282,27666
26283,8-10009999
26285,26080
26286,8-10010000
26287,8-10010001
26288,8-10010002
26289,26264
26290,30793
26291,26042
26292,8-10010004
26293,8-10009977
26294,8-10009976
26295,26068
26296,8-10009989
26297,26168
26298,25880
26299,8-10003924
26300,8-10009990
26301,8-10009991
26302,8-10009988
26303,8-10009987
26304,8-10009984
26306,8-10009985
26307,8-10009986
26308,25656
26309,25502
26310,8-10009992
26311,8-10009993
26312,65094
26313,8-10004155
26314,8-10009971
26315,8-10004653
26316,36811
26317,25920
26318,65128
26319,25613
26320,8-10005214
26321,8-10009982
26322,8-10009981
26323,41193
26324,25779
26326,8-10009979
26327,25990
26328,8-10009978
26330,25821
26331,25433
26332,8-10009887
26333,8-10009888
26334,8-10009889
26335,8-10009890
26336,8-10009891
26337,25515-1438
26338,26083
26339,8-10009893
26340,8-10009894
26341,8-10009895
26342,31575
26343,8-10009896
26344,8-10009897
26345,8-10009898
26346,8-10009899
26347,8-10009900
26348,26024
26349,8-10009901
26350,26110
26351,65101
26352,8-10009974
26353,8-10005761
26354,8-10009952
26355,26187
26356,8-10009969
26357,8-10009968
26358,38965
26359,8-10009967
26360,25397
26361,8-10009966
26362,25822
26363,8-10009965
26364,55238
26365,25338
26366,8-10003627
26368,8-10009883
26369,26214
26370,8-10009884
26371,8-10009885
26372,8-10009886
26373,8-10003612
26374,25842
26375,8-10004835
26376,8-10010123
26377,8-10010124
26378,8-10010125
26379,8-10010126
26380,8-10010127
26381,8-10010128
26382,65148
26383,25581
26384,25756
26385,8-10010130
26386,25629
26387,25527
26388,28465
26389,8-10010133
26390,8-10010134
26391,8-10010135
26392,26108
26393,8-10010136
26394,8-10010137
26395,25340
26396,8-10010109
26397,8-10010111
26398,8-10010112
26399,8-10010113
26400,8-10010114
26402,8-10010115
26403,25306
26404,8-10004845
26405,8-10010116
26406,8-10003930
26407,8-10006469
26409,8-10010117
26410,32101
26411,25688
26412,8-10010119
26413,8-10010120
26414,8-10010121
26415,8-10010095
26416,8-10010096
26417,8-10010097
26418,8-10010098
26419,8-10010099
26420,25899
26421,8-10010100
26422,8-10010101
26425,33972
26426,8-10010102
26427,8-10004812
26428,26014
26429,8-10010103
26430,34053
26431,8-10010105
26432,26261
26433,8-10010106
26434,39670
26435,25404
26436,8-10010085
26437,8-10010086
26438,8-10010087
26439,8-10010088
26441,55381
26442,8-10010089
26443,8-10010090
26444,8-10006062
26445,26175
26446,8-10010091
26447,8-10010092
26448,8-10010093
26449,35187
26450,8-10004233
26451,25554
26452,8-10007238
26453,8-10005676
26454,25848
26455,25883
26456,8-10010094
26457,25812
26458,8-10010076
26459,25715
26460,8-10010077
26461,8-10004513
26462,25806
26463,25479
26465,8-10010078
26467,36298
26468,8-10010080
26469,8-10010081
26470,25764
26471,25446
26472,8-10010083
26473,8-10004284
26474,8-10010084
26476,25503
26477,8-10003545
26478,25611
26479,26095
26480,8-10010067
26481,8-10010068
26482,8-10003610
26483,8-10010069
26484,8-10010070
26485,34857
26486,8-10010071
26487,8-10010072
26488,38509
26489,8-10010074
26490,8-10004732
26491,8-10005593
26492,25740
26493,8-10010075
26494,25569
26495,25667
26496,8-10004367
26497,25436
26499,8-10003759
26500,8-10005104
26501,8-10010055
26502,8-10010056
26503,8-10010057
26504,25672
26505,8-10010058
26506,26049
26507,26098
26508,8-10010061
26509,65187
26510,8-10003938
26511,26256
26512,38287
26512,8-10010062
26513,25934
26514,8-10010063
26515,8-10010064
26516,8-10010065
26517,8-10010066
26518,8-10010042
26519,25330
26520,65095
26521,8-10010044
26522,26012
26523,8-10010045
26524,8-10010046
26525,8-10003831
26526,8-10010047
26527,8-10005213
26528,8-10010048
26529,8-10010049
26530,8-10010050
26531,8-10010051
26532,8-10010052
26533,8-10005393
26534,15699
26535,8-10010053
26536,26035
26537,8-10010054
26538,8-10010213
26539,25603
26540,8-10010214
26541,8-10010215
26543,8-10010216
26544,8-10010217
26545,25594
26547,8-10010218
26548,8-10010219
26549,8-10010220
26550,8-10010221
26551,8-10010222
26552,25439
26553,25488
26554,26202
26554,37895
26555,8-10010224
26556,8-10010225
26557,16127
26559,8-10010206
26560,8-10010207
26562,8-10010208
26564,8-10010210
26565,26037
26567,30683
26570,15821
26571,65146
26576,8-10004728
26577,25491
26578,11688
26579,8-10010198
26580,8-10003227
26581,25324
26582,8-10010199
26583,26240
26584,25458
26585,8-10010200
26586,8-10010201
26588,36038
26589,8-10010202
26590,8-10005725
26591,26032
26592,25849
26593,35868
26594,8-10010204
26595,65156
26596,35098
26597,21157
26599,80008
26600,8-10010188
26601,8-10010189
26602,8-10010190
26603,8-10010191
26604,8-10010192
26605,33599
26606,8-10005449
26607,8-10010194
26608,8-10010195
26611,8-10010196
26612,26161
26613,8-10005396
26614,8-10010197
26616,8-10010175
26617,25589
26618,26192
26620,35468
26621,8-10010176
26622,8-10010177
26623,8-10010178
26624,8-10010179
26625,8-10010180
26626,8-10010181
26627,25788
26628,8-10010182
26629,25624
26630,8-10010183
26631,8-10010184
26632,8-10010185
26633,8-10010186
26636,25836
26637,8-10010162
26638,8-10010163
26639,8-10004434
26640,25346
26641,8-10010164
26642,8-10010165
26643,8-10010166
26644,8-10008603
26645,8-10010167
26646,25450
26647,25447
26648,8-10010168
26649,25776
26650,8-10010169
26651,8-10010170
26652,8-10010171
26653,8-10010172
26654,25424
26655,8-10010173
26656,8-10010174
26657,80007
26658,8-10010149
26659,8-10005505
26661,29170
26662,8-10010150
26663,8-10010151
26664,8-10010152
26665,65154
26666,8-10010154
26667,25893
26668,8-10010155
26669,8-10010156
26670,8-10010157
26671,8-10010158
26672,8-10010159
26673,25945
26674,25374
26675,8-10010160
26676,25795
26677,8-10010161
26678,8-10010138
26679,26096
26680,25659
26681,8-10010140
26682,33576
26683,26174
26684,25882
26685,8-10004665
26686,25485
26687,8-10010141
26688,8-10004550
26689,32520
26690,8-10010142
26691,8-10010143
26692,8-10010144
26693,8-10010145
26694,35000
26695,25666
26696,25641
26697,8-10010147
26698,8-10006117
26699,8-10003617
26700,8-10010309
26701,8-10005218
26702,65141
26703,8-10010311
26704,8-10010312
26705,8-10010313
26706,8-10005437
26707,8-10010314
26708,8-10010315
26709,55444
26710,25719
26711,25868
26712,8-10005111
26713,25654
26714,8-10010317
26715,25850
26716,8-10010318
26717,8-10010319
26718,8-10010294
26719,8-10010295
26720,8-10010296
26721,65165
26722,8-10010297
26723,8-10010298
26724,26259
26725,8-10004938
26726,8-10010299
26727,8-10010300
26728,8-10010301
26729,8-10010302
26730,25358
26731,8-10010303
26732,25691
26732,8-10011913
26733,25362
26734,8-10010305
26735,55443
26736,8-10010306
26737,8-10010307
26738,8-10010308
26739,8-10010281
26741,25780
26742,8-10010282
26743,26139
26744,8-10010283
26745,8-10010284
26746,8-10010285
26747,8-10010286
26748,8-10010287
26749,8-10010288
26750,8-10010289
26752,8-10010290
26753,8-10005523
26754,8-10010291
26755,8-10010292
26756,65107
26757,8-10010293
26758,8-10004648
26759,8-10006048
26760,8-10004904
26761,25673
26764,32730
26765,8-10005646
26766,8-10010268
26767,8-10010269
26768,8-10010270
26769,8-10010271
26770,8-10010272
26771,8-10010273
26772,25578
26773,8-10010274
26774,8-10004366
26775,8-10010275
26776,26171
26777,8-10010277
26778,8-10010278
26779,8-10010279
26780,8-10010280
26781,8-10010255
26782,8-10010256
26783,26235
26784,8-10010257
26785,8-10010258
26786,8-10010259
26787,25679
26788,8-10010260
26789,26093
26790,25677
26791,33399
26792,39682
26793,25420
26794,8-10010262
26795,8-10010263
26796,26059
26797,25881
26798,8-10010265
26799,8-10010266
26800,8-10005332
26801,8-10010242
26802,8-10010243
26803,25649
26804,8-10010244
26805,8-10010245
26806,8-10010246
26807,8-10010247
26808,8-10003418
26809,8-10010248
26810,25675
26811,8-10010249
26812,30694
26813,8-10010251
26814,8-10003218
26815,8-10010252
26817,8-10010254
26818,8-10003870
26819,8-10010229
26820,8-10010230
26821,8-10010231
26822,8-10010232
26824,8-10010233
26825,8-10010234
26826,8-10010235
26828,8-10010236
26829,8-10010237
26830,26207
26831,25403
26832,8-10010238
26833,8-10010239
26834,8-10010240
26835,8-10004201
26837,26201
26838,25626
26839,8-10007284
26840,8-10010226
26841,8-10010227
26842,25274
26843,13085
26847,8-10006058
26849,13095
26850,8-10010228
26855,33567
26857,23900
26860,33524
26861,8-10010403
26862,8-10010404
26864,8-10010405
26865,8-10004523
26866,8-10010406
26867,25871
26868,8-10010407
26869,26135
26870,8-10010408
26871,8-10010409
26872,8-10010410
26873,25548
26874,8-10010411
26875,25535
26876,8-10010412
26877,8-10010413
26878,8-10004357
26879,8-10010414
26880,34892
26881,8-10010394
26882,8-10008765
26883,8-10008290
26884,34125
26885,8-10010396
26886,8-10004786
26887,26057
26888,25429
26889,8-10010397
26890,8-10010398
26891,8-10010399
26892,26115
26893,30690
26894,25699
26895,8-10010400
26896,25728
26897,32220
26898,8-10010401
26899,8-10010402
26900,34995
26901,8-10006033
26902,8-10008685
26903,8-10010384
26904,8-10010385
26905,26022
26906,8-10010386
26907,25974
26908,25345
26909,8-10005541
26910,8-10010387
26911,8-10010388
26912,8-10003775
26914,8-10010389
26915,26133
26916,61336
26917,8-10010390
26918,8-10010391
26919,8-10010392
26920,8-10010372
26921,8-10010373
26922,8-10010374
26923,8-10010375
26924,8-10003460
26925,8-10010376
26926,8-10010377
26927,8-10010378
26928,26254
26929,8-10010379
26930,25387
26931,8-10010380
26932,8-10004289
26933,26117
26934,35474
26935,8-10003568
26936,30680
26937,25800
26938,25747
26939,8-10010381
26940,8-10010382
26941,8-10010358
26942,26176
26943,8-10010359
26944,55456
26945,8-10010360
26946,8-10010361
26947,8-10010362
26948,8-10010363
26949,8-10003396
26950,8-10010364
26951,8-10010365
26952,34666
26953,8-10010367
26954,8-10006839
26955,8-10006780
26956,8-10010368
26957,25477
26958,8-10010369
26959,8-10010370
26960,8-10010371
26961,8-10010346
26962,8-10010347
26963,8-10010348
26964,55454
26965,8-10008001
26967,8-10010349
26968,25921
26969,8-10004016
26970,25825
26971,55455
26972,8-10010352
26973,8-10010353
26974,8-10010354
26975,8-10010355
26976,8-10010356
26977,8-10004214
26978,30688
26979,25277
26980,8-10010331
26981,8-10010332
26982,8-10010333
26983,8-10010334
26984,8-10010335
26985,26005
26986,8-10005494
26987,8-10010336
26988,8-10010337
26989,25278
26990,8-10010338
26991,8-10010339
26992,25360
26993,26113
26994,8-10010340
26995,25489
26996,25316
26997,8-10010342
26998,8-10010343
26999,29158
27000,8-10010345
27001,25887
27002,25682
27003,8-10010320
27004,8-10010321
27005,8-10010322
27006,8-10010323
27008,25501
27009,26182
27010,8-10010324
27011,8-10010325
27012,40314
27013,8-10010327
27014,8-10010328
27015,55446
27016,55453
27017,8-10004571
27018,8-10010329
27019,8-10010330
27020,8-10010490
27021,25347
27022,8-10010491
27023,8-10010492
27024,25434
27025,8-10004809
27026,8-10010493
27027,8-10005296
27028,40279
27029,25587
27030,25925
27031,8-10005382
27032,8-10010495
27033,21158
27034,8-10010496
27035,25390
27036,8-10010498
27037,33287
27038,65114
27040,13553
27042,8-10010481
27045,13254
27048,15479
27049,8-10010482
27050,26143
27051,8-10010483
27052,25332
27053,8-10010484
27054,8-10010485
27055,25828
27056,8-10010486
27057,8-10010487
27058,8-10010488
27059,8-10010489
27060,26236
27061,8-10010473
27062,8-10010474
27063,11405
27064,8-10010475
27065,8-10005344
27066,34126
27067,8-10010477
27068,8-10010478
27070,8-10010479
27071,8-10010480
27073,25964
27074,26015
27078,29141
27082,8-10010460
27083,8-10010461
27084,26126
27085,8-10010462
27086,25805
27087,8-10010463
27088,8-10007577
27089,65131
27090,8-10010465
27091,8-10010466
27092,8-10010467
27093,25339
27094,8-10010468
27095,25839
27096,25743
27097,33486
27098,8-10010469
27099,8-10010470
27100,26230
27101,39180
27102,8-10010472
27104,8-10010448
27105,8-10010449
27106,8-10010450
27107,65106
27108,28122
27109,8-10010452
27110,8-10010453
27112,8-10003669
27114,26234
27115,25665
27116,25597
27117,8-10010456
27118,8-10010457
27119,26055
27120,8-10010458
27121,8-10010459
27122,25997
27123,25422
27124,25385
27125,8-10010433
27126,25739
27127,65469
27127,8-10010434
27128,8-10010435
27129,25361
27130,25405
27131,8-10010437
27132,8-10010438
27133,11408
27134,8-10010439
27135,8-10010440
27136,8-10010441
27137,8-10010442
27138,8-10003618
27139,8-10010443
27140,8-10010444
27141,8-10010446
27142,8-10010447
27146,8-10010424
27148,8-10010425
27149,26009
27150,8-10010426
27151,26263
27152,8-10010427
27153,8-10010428
27154,8-10005215
27155,35469
27156,25970
27157,8-10005029
27158,25864
27159,8-10005282
27160,25933
27161,8-10004862
27162,8-10010431
27163,8-10010432
27164,8-10010415
27165,8-10004750
27166,26086
27167,8-10010416
27168,80011
27169,8-10010418
27170,8-10010419
27171,8-10010420
27172,8-10004976
27173,34065
27174,8-10010421
27177,8-10010422
27179,8-10010423
27183,20837
27185,8-10010589
27187,8-10010590
27188,8-10010591
27189,8-10004819
27190,8-10010592
27191,8-10010593
27192,8-10010594
27193,26064
27194,26169
27195,25350
27196,8-10010595
27197,8-10010596
27198,25532
27199,8-10003845
27200,8-10004698
27201,8-10010597
27202,8-10010598
27203,27605
27204,25612
27205,8-10010600
27206,8-10010575
27207,65164
27208,8-10010577
27209,8-10010578
27210,8-10010579
27211,8-10010580
27212,8-10010581
27213,8-10010582
27214,25768
27215,8-10005133
27216,26006
27217,25500
27218,8-10010583
27219,8-10010584
27220,8-10010585
27221,26190
27222,8-10010586
27223,65143
27224,65140
27225,8-10010587
27226,8-10010588
27229,8-10010563
27230,25685
27231,26043
27232,8-10003215
27233,8-10010564
27234,27604
27235,36754
27235,8-10010566
27236,8-10010567
27237,8-10004243
27238,8-10010568
27239,8-10010569
27241,8-10010570
27242,8-10006445
27243,8-10010571
27244,8-10010572
27245,25510
27246,8-10010574
27247,33366
27248,25295
27249,8-10010546
27250,8-10010547
27252,8-10010548
27253,26178
27254,8-10010549
27255,8-10010550
27256,8-10010551
27257,8-10010552
27258,25516
27259,8-10010553
27260,8-10010555
27262,8-10010556
27263,65096
27264,26065
27265,33953
27266,25653
27267,8-10010561
27268,8-10010531
27269,8-10010532
27271,8-10005377
27272,8-10010533
27273,25754
27274,8-10010534
27275,25280
27276,8-10010535
27277,8-10010536
27278,8-10003543
27279,8-10010537
27280,8-10010538
27281,8-10010539
27282,8-10010540
27283,8-10010541
27284,8-10010542
27285,8-10010543
27286,8-10010544
27287,25351
27288,25604
27289,8-10010519
27290,8-10010520
27291,32472
27292,8-10010522
27294,8-10004174
27295,26211
27296,11409
27297,8-10010524
27298,40995
27299,8-10010525
27300,26199
27302,25454
27303,8-10010527
27304,32655
27305,8-10010529
27306,8-10010530
27307,26090
27308,33974
27309,25938
27310,25539
27311,25810
27312,8-10006543
27313,8-10010512
27314,8-10010513
27315,8-10004146
27316,26148
27319,25570
27320,8-10010514
27321,8-10010515
27322,8-10010516
27323,25568
27324,55460
27325,8-10004256
27326,8-10010517
27327,8-10010518
27328,8-10010500
27330,8-10010501
27331,8-10004228
27332,36780
27333,25299
27334,25620
27335,8-10010503
27336,8-10010504
27337,8-10005341
27338,35606
27339,8-10005115
27340,8-10010505
27341,8-10010506
27342,80012
27343,8-10010508
27344,8-10010509
27345,34139
27346,8-10005108
27347,8-10010510
27348,8-10010692
27349,8-10010693
27350,8-10010694
27351,31675
27352,8-10006882
27353,26109
27354,25419
27355,8-10010696
27356,8-10010697
27357,25873
27358,8-10005827
27359,8-10010699
27360,8-10010700
27361,8-10010701
27362,8-10010702
27363,25640
27364,8-10010703
27365,8-10006229
27366,25326
27367,8-10010704
27368,8-10010705
27369,8-10006015
27370,26197
27371,25968
27372,8-10010680
27373,25924
27374,25894
27375,8-10009455
27376,8-10010681
27377,8-10004716
27378,8-10010682
27379,25744
27380,25373
27381,8-10010684
27382,8-10010685
27383,8-10010686
27384,8-10010687
27385,8-10010688
27386,8-10004917
27387,8-10010689
27388,8-10010690
27389,8-10010691
27390,8-10010666
27391,25342
27392,8-10004638
27393,8-10004766
27394,8-10010667
27395,34014
27396,8-10010668
27397,8-10010669
27398,8-10010670
27399,8-10010671
27400,25678
27401,8-10010672
27402,80015
27403,8-10010673
27404,8-10010674
27405,8-10010675
27406,8-10010676
27407,8-10010677
27408,25323
27409,8-10010678
27410,8-10010679
27411,26047
27412,8-10003928
27413,8-10010652
27414,26146
27415,8-10010653
27416,8-10010654
27417,8-10010655
27418,8-10010656
27419,65147
27420,8-10010659
27421,65098
27422,8-10010660
27423,28767
27424,8-10010662
27425,8-10010663
27426,8-10010664
27427,25421
27428,8-10004673
27429,8-10010665
27431,8-10010641
27433,8-10004340
27434,8-10010642
27435,8-10010643
27436,8-10010644
27437,8-10010645
27438,8-10010646
27439,11865
27440,8-10004364
27441,40353
27442,25411
27443,26062
27444,36037
27445,8-10010649
27446,8-10010650
27447,25283
27448,80014
27449,8-10010651
27450,25981
27451,25762
27452,8-10010627
27453,8-10010628
27454,8-10010629
27455,8-10010630
27456,8-10010631
27457,8-10010632
27458,39164
27459,11343
27460,8-10010633
27461,8-10010634
27462,8-10010635
27463,8-10010636
27464,8-10010637
27465,8-10010638
27466,8-10010639
27467,8-10004712
27468,30692
27469,8-10010613
27470,8-10010614
27471,33837
27472,25307
27473,8-10010616
27474,25442
27475,25692
27476,8-10010617
27478,8-10010618
27479,8-10010619
27480,26079
27481,25987
27482,8-10010620
27483,8-10010621
27484,25701
27485,8-10010622
27486,28270
27487,8-10010624
27488,8-10010625
27489,8-10010626
27490,25474
27491,8-10010601
27492,8-10010602
27493,8-10010603
27494,8-10010604
27495,65115
27496,8-10010605
27497,8-10010606
27498,8-10010607
27499,25565
27501,26180
27502,8-10010608
27503,40240
27504,8-10010610
27505,8-10010611
27506,25791
27507,8-10004769
27508,25494
27509,25922
27510,25926
27511,65174
27512,25615
27513,25457
27514,8-10010799
27515,8-10005012
27516,8-10010800
27517,8-10010801
27518,8-10010802
27519,8-10010803
27520,8-10003691
27521,8-10010804
27522,8-10010805
27523,8-10003600
27524,8-10010806
27525,8-10010807
27526,8-10010808
27527,25804
27528,8-10010809
27529,8-10010810
27530,8-10010783
27531,8-10010784
27532,8-10010785
27533,8-10010786
27534,26262
27535,26184
27536,8-10010787
27537,8-10010788
27538,8-10010789
27539,36131
27540,25322
27541,8-10010791
27542,8-10010792
27543,8-10010793
27544,8-10010794
27545,8-10010795
27546,26045
27547,8-10010797
27548,25771
27549,8-10010768
27550,26222
27551,8-10010770
27552,8-10010771
27553,8-10010772
27554,8-10010773
27555,8-10010774
27556,25310
27557,8-10006039
27558,8-10010775
27559,8-10010776
27561,8-10010777
27562,8-10010778
27563,8-10010779
27564,8-10010780
27565,25769
27567,8-10010781
27568,8-10004613
27569,8-10010782
27570,8-10010753
27571,8-10010754
27572,26101
27573,25758
27574,8-10010755
27575,8-10010756
27576,8-10010757
27577,8-10010758
27578,8-10010759
27579,8-10004580
27580,65109-1438
27581,25327
27582,8-10010761
27583,8-10010762
27584,8-10010763
27585,65180
27586,8-10004098
27587,8-10010764
27588,8-10010765
27589,8-10010766
27590,80017
27592,8-10010743
27593,26118
27594,8-10010744
27595,8-10005086
27596,8-10010745
27597,25432
27598,8-10010746
27599,8-10004754
27600,8-10010747
27601,8-10004740
27602,65184
27603,27588
27604,8-10003490
27605,8-10010748
27606,8-10010749
27607,8-10010750
27608,8-10004412
27609,26075
27610,8-10010751
27611,8-10010752
27612,8-10004729
27613,36627
27614,26029
27615,8-10010735
27616,25833
27616,8-10054513
27617,8-10010736
27618,8-10010737
27619,8-10003867
27621,25377
27622,8-10010738
27623,8-10010739
