lookup_id,event_id,status,attend
112161,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
112200,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
112227,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
112380,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
11245,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
112658,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
112700,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
112705,21327acb-aa7d-4000-9532-0a9c864addd3,Registered,False
112705,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
112705,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
113008,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
113039,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
113057,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
113245,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
113255,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
113321,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
113352,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
113412,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
113531,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
113548,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
113706,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
113781,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
113846,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Will not attend,False
113897,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
11394,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
113940,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
114116,688982c6-4e8f-4b40-8987-d004710a4de7,Canceled,False
114149,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114171,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114339,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114445,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
11462,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
114678,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
114750,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114782,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114825,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114848,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
11490,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
114971,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115199,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115239,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115259,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
115529,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
11554,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
115659,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
115758,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115787,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115920,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
115942,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
115956,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116000,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116042,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116058,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116091,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116191,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116204,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
116218,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116248,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116562,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
116719,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
117082,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
117320,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117320,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
117347,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117394,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
117399,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
117581,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117599,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117628,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117656,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
117735,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
117776,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118036,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118113,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
118135,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
11825,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
118293,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118311,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
118370,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
118402,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
118402,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
118402,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
118403,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118853,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118864,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118928,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
118955,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
11903,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
11905,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
119205,21327acb-aa7d-4000-9532-0a9c864addd3,Registered,False
119297,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
119409,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
119566,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
119673,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
119774,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
119774,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
119835,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
120008,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
120053,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
120057,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
120105,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
120207,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
120207,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
120361,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,False
120378,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
120740,e929ea71-44ac-4fb1-b831-33a00fc649e7,Will not attend,False
120809,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
120859,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
120916,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
120970,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Will not attend,False
120992,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
121132,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
121168,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
121415,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
121474,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121564,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
121609,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121629,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121669,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Will not attend,False
121675,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121683,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121683,90927b93-07cf-4d47-bc16-1e0da1bc5576,Will not attend,False
121770,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
121770,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
121824,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
121829,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
121917,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122020,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
122268,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
122369,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
122382,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
122565,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
122575,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
122595,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122606,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
122638,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
122673,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122829,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122843,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
122870,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
122908,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122913,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
122915,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
123055,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,False
12530,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
12634,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
12802,21327acb-aa7d-4000-9532-0a9c864addd3,Registered,False
12854,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
12908,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129173,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129182,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
129244,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
129278,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
129285,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
129389,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129478,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
129509,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
129540,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
129672,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
129686,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,False
129772,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129868,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129980,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
129993,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
129999,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130038,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
130048,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
130072,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
130076,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
130088,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130180,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
130209,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
130212,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130256,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
130331,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130340,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
130403,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
130411,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
130416,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130417,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
130495,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130515,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130757,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
13087,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130899,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
130933,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
130973,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131034,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131038,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131053,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131069,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
131071,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131104,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131104,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
131111,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131169,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
13123,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
13123,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
131528,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131642,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131642,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
131652,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131652,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
131660,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131813,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131834,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
131855,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131873,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131875,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131884,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
131886,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
131888,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
131890,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
131890,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,False
131938,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131974,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
131978,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
132011,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
132083,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
132083,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,False
132099,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
132152,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
132188,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
132190,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
132198,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
132214,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,True
132292,e929ea71-44ac-4fb1-b831-33a00fc649e7,Registered,False
13266,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
13432,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
13691,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
14120,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
14934,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
15035,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
15141,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
15436,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
15541,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
15571,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
15733,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
15778,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
16358,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
16635,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
16648,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
16786,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Will not attend,False
16856,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
17277,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
17319,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
17319,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,True
17319,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
17375,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
17501,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
17508,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
18331,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
18522,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
18603,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
19569,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
20083,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
20102,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Will not attend,False
20102,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
20454,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
20568,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
20875,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
21404,90927b93-07cf-4d47-bc16-1e0da1bc5576,Registered,False
21876,90927b93-07cf-4d47-bc16-1e0da1bc5576,Will not attend,False
21917,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
22488,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
22586,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
22586,688982c6-4e8f-4b40-8987-d004710a4de7,Registered,True
22992,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
23320,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
23378,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
23408,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,False
23805,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
24089,1787f3e1-3315-485a-95d7-1da21ed4ddb9,Registered,True
