lookup_id,status,attend,event_id
113940,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
114116,Canceled,No,688982c6-4e8f-4b40-8987-d004710a4de7
114149,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114171,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114339,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114445,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
11462,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
114678,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
114750,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114782,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114825,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114848,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
11490,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
114971,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115199,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115239,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115259,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115529,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
11554,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115659,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
115758,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115787,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115920,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
115942,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
115956,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116000,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116042,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116058,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116091,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116191,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116204,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
116218,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116248,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116562,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
116719,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
117082,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117320,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117320,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
117347,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117394,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117399,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
117581,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117599,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117628,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117656,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
117735,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
117776,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118036,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118113,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
118135,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
11825,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118293,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118311,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118370,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118402,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118402,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
118402,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
118403,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118853,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118864,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118928,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
118955,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
11903,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
11905,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
119205,Registered,No,21327acb-aa7d-4000-9532-0a9c864addd3
119297,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
119409,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
119566,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
119673,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
119774,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
119774,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
119835,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120008,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120053,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120057,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120105,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
120207,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120207,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
120361,Registered,No,90927b93-07cf-4d47-bc16-1e0da1bc5576
120378,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120740,Will not attend,No,e929ea71-44ac-4fb1-b831-33a00fc649e7
120809,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120859,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120916,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
120970,Will not attend,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
120992,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121132,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121168,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121415,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
121474,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121564,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
121609,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121629,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121669,Will not attend,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121675,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121683,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121683,Will not attend,No,90927b93-07cf-4d47-bc16-1e0da1bc5576
121770,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121770,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
121824,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
121829,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
121917,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122020,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
122268,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122369,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
122382,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
122565,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
122575,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122595,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122606,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122638,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122673,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122829,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122843,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122870,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
122908,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122913,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
122915,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
123055,Registered,No,90927b93-07cf-4d47-bc16-1e0da1bc5576
12530,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
12634,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
12802,Registered,No,21327acb-aa7d-4000-9532-0a9c864addd3
12854,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
12908,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129173,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129182,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
129244,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
129278,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
129285,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
129389,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129478,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
129509,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
129540,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
129672,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
129686,Registered,No,90927b93-07cf-4d47-bc16-1e0da1bc5576
129772,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129868,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129980,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
129993,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
129999,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130038,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
130048,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130072,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
130076,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
130088,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130180,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
130209,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130212,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130256,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
130331,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130340,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
130403,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130411,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
130416,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130417,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130495,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130515,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130757,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
13087,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130899,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
130933,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
130973,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131034,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131038,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131053,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131069,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
131071,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131104,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131104,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
131111,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131169,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
13123,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
13123,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
131528,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131642,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131642,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
131652,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131652,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
131660,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131813,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131834,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
131855,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131873,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131875,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131884,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
131886,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
131888,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
131890,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131890,Registered,No,90927b93-07cf-4d47-bc16-1e0da1bc5576
131938,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131974,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
131978,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132011,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132083,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132083,Registered,No,688982c6-4e8f-4b40-8987-d004710a4de7
132099,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132152,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132188,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132190,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
132198,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
132214,Registered,Yes,e929ea71-44ac-4fb1-b831-33a00fc649e7
132292,Registered,No,e929ea71-44ac-4fb1-b831-33a00fc649e7
13266,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
13432,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
13691,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
14120,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
14934,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15035,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15141,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15436,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15541,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15571,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15733,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
15778,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
16358,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
16635,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
16648,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
16786,Will not attend,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
16856,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
17277,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
17319,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
17319,Registered,Yes,90927b93-07cf-4d47-bc16-1e0da1bc5576
17319,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
17375,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
17501,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
17508,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
18331,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
18522,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
18603,Registered,Yes,1787f3e1-3315-485a-95d7-1da21ed4ddb9
19569,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
20083,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
20102,Will not attend,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
20102,Registered,Yes,688982c6-4e8f-4b40-8987-d004710a4de7
20454,Registered,No,1787f3e1-3315-485a-95d7-1da21ed4ddb9
